severity,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,churn,files,NR,NBF,nc,ncom,avg_cs,dsc,ce,exp,own,is_controller,is_procedural,is_test,is_util,is_external
none,4,4,0,4,6,1,0,0,9,0.6666667,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,1,0,3,0,3,0,0,0,0,16,9,0,603,72,0,1,4,3,18,7.06122449,1.149409185,1.333333333,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,7,2,5,1,2,1,0,0,1,,,1,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0,2,0,0,12,0,0,0,0,0,0,0,2,0,2,0,1,0,0,41,1025,0,3548,408,0,0,12,3,34,0,2.264858716,4,0.666666667,FALSE,FALSE,FALSE,TRUE,FALSE
none,0,0,0,0,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,9,0,233,3,0,1,1,1,3,0,0,1,1,TRUE,TRUE,FALSE,FALSE,FALSE
none,1,3,2,1,23,1,0,11,63,0.53333336,0.2,0.2,15,0,15,0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,81,14,1,3,2,2,6,5,6,3,5,3,0,0,0,46,1,0,3257,17,0,0,1,1,17,4.25,0,1,1,FALSE,FALSE,TRUE,TRUE,FALSE
none,2,2,0,2,1,1,0,0,0,0,,,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,1,0,1,0,0,21,1,0,3056,54,0,0,4,2,13.5,8.387755102,1.261846992,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,4,2,0,8,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,1,0,1,0,1,0,1,1,0,0,0,17,2,1,8469,236,3,4,11,8,21.45454545,6.06,1.862607849,1.375,0.272727273,FALSE,TRUE,FALSE,FALSE,FALSE
none,31,35,4,31,2,1,0,18,1,0.5,0,0,2,1,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,1,11,1,0,0,0,0,1,0,1,0,1,0,0,0,0,37,1,0,1507,83,0,0,5,3,16.6,12.94444444,1.189301407,1.666666667,0.4,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,17,13,4,8,1,0,2,0,0.74390244,0.33333334,0.33333334,4,3,3,1,0,0,3,0,0,0,164,164,164,0,0,0,164,0,0,195,3,0,4,0,5,16,104,164,16,164,0,0,0,0,399,17,0,33289,1241,1,11,100,13,12.41,8.097873264,4.120166189,7.692307692,0.27,FALSE,FALSE,FALSE,FALSE,FALSE
none,18,20,2,18,14,1,0,13,0,0.46666667,1,1,10,0,10,0,0,0,10,0,0,0,3,2,0,3,0,0,3,0,0,60,1,0,0,2,0,7,0,3,2,3,1,0,0,0,56,1,7,2643,146,1,1,4,2,36.5,2.444444444,0.907836439,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,3,3,0,7,1,0,1,0,0.46428573,0.6666667,1,7,0,7,0,0,0,7,0,0,0,4,0,0,4,0,0,4,0,1,30,5,0,0,0,0,2,0,4,0,4,0,0,0,0,28,1,0,602,69,1,1,1,1,69,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,3,1,0,0,3,1,0,0,3,0,1,0,0,2,3,2,0,0,2,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,15,1034,0,17798,977,0,18,56,6,17.44642857,7.663265306,3.20444734,9.333333333,0.267857143,FALSE,FALSE,FALSE,FALSE,FALSE
none,14,17,3,14,11,1,0,12,0,0.5714286,0.46666667,1,7,0,6,1,0,0,6,0,1,0,6,1,0,6,0,0,1,0,0,64,4,0,2,0,0,7,0,12,1,8,2,2,0,0,87,1,2,19704,1128,4,5,53,7,21.28301887,10.87292586,3.619245491,7.571428571,0.58490566,FALSE,TRUE,FALSE,FALSE,FALSE
none,1,1,0,1,2,2,0,3,1,0.5,0,0,2,0,2,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,11,1,0,0,0,3,0,2,3,4,2,0,0,0,0,14,8,0,912,25,0,0,4,2,6.25,0,1.064315404,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,4,1,3,6,2,0,9,0,0.16666667,1,1,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,3,38,1,0,3,0,0,4,0,3,0,3,1,0,0,0,28,1,0,8500,89,0,0,3,3,29.66666667,6,0.726134644,1,0.333333333,TRUE,TRUE,FALSE,FALSE,FALSE
none,4,4,0,4,2,2,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,8310,229,0,3,5,3,45.8,11.5,1.500068386,1.666666667,0.4,TRUE,FALSE,FALSE,FALSE,FALSE
none,10,10,0,10,16,3,0,24,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,60,5,4,4,1,1,6,11,10,2,10,3,0,0,0,71,1,0,4545,185,1,4,12,5,15.41666667,10,1.652924132,2.4,0.583333333,FALSE,FALSE,FALSE,FALSE,FALSE
minor,16,20,4,16,56,4,2,26,121,0.7246377,0.26086956,0.3083004,23,0,22,0,0,1,23,0,0,0,3,1,0,1,2,0,1,0,2,125,25,0,17,0,0,5,18,9,0,5,2,0,0,0,122,1,0,17269,224,0,3,10,4,22.4,0,1.813972365,2.5,0.4,TRUE,FALSE,FALSE,FALSE,FALSE
none,5,5,0,5,9,2,0,20,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,55,0,3,3,0,0,0,2,5,0,4,5,0,0,0,36,10,0,306882,1148,0,0,18,10,63.77777778,10.54252959,2.849343274,1.8,0.277777778,FALSE,FALSE,FALSE,FALSE,FALSE
none,11,12,1,11,13,2,0,18,0,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,46,1,2,1,1,0,9,0,11,6,11,7,0,0,0,49,17,5,349,8,0,0,1,1,8,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
minor,8,13,5,8,9,3,4,3,0,0.5,0.8333333,1,5,0,4,1,0,0,4,0,0,0,4,2,2,2,0,0,4,0,2,140,6,0,4,0,0,5,0,5,0,5,1,0,2,0,40,1,0,1521,43,0,1,1,1,43,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,7,14,7,7,9,1,0,14,0,0.16666667,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,2,34,1,2,0,0,0,1,2,9,1,6,1,0,0,0,25,1,0,16207,100,0,0,2,2,50,6.856401384,0.689943758,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,14,14,0,14,9,2,0,23,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,2,2,0,1,0,12,0,8,3,1,0,0,46,4,1,27245,486,2,6,29,12,16.75862069,10.26035503,2.89499891,2.416666667,0.24137931,FALSE,TRUE,FALSE,FALSE,FALSE
none,2,2,0,2,3,2,0,1,3,0,0,0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,4,0,1,0,0,0,0,0,13,1,0,1767,45,0,3,6,3,7.5,11.05102041,1.654228132,2,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,8,0,8,16,2,0,6,94,0.875,0.108333334,0.7583333,16,0,16,0,0,0,16,0,0,0,13,0,0,13,0,0,0,0,0,75,8,0,0,0,0,0,4,13,0,13,0,0,0,0,52,1,0,6633,292,0,1,10,9,29.2,11.34567901,1.97654169,1.111111111,0.2,TRUE,FALSE,FALSE,FALSE,FALSE
none,14,23,9,14,23,1,0,5,162,0.8888889,0.07368421,0.07368421,20,0,20,0,0,0,20,0,0,0,9,0,0,0,9,0,0,0,0,80,13,0,3,0,0,18,0,11,0,9,1,0,0,0,113,1,0,12839,105,0,0,2,2,52.5,0,0.6894692,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1034,0,2893,88,0,0,2,1,44,12.5,0.692888894,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
none,12,13,1,12,16,2,0,28,6,0,,,4,0,1,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,70,2,0,9,2,2,4,0,16,1,16,2,0,0,0,66,17,0,130,16,0,0,2,2,8,0,0.693147181,1,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,6,1,0,17,8,0.6,0.1,0.1,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,3,43,0,0,1,0,0,6,0,14,4,13,1,0,0,0,92,1,0,82052,513,1,0,10,2,51.3,10.01100535,2.168650614,5,0.9,FALSE,FALSE,TRUE,FALSE,FALSE
none,6,6,0,6,7,2,0,12,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,0,0,0,5,8,0,7,3,0,0,0,23,10,0,250694,708,0,2,19,7,37.26315789,9.449332805,2.629804526,2.714285714,0.263157895,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,1,1,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,26,0,8051,103,0,1,6,6,17.16666667,3.125,1.28244703,1,0.166666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,5,1,4,13,3,0,11,68,0.84615386,0.06410257,0.06410257,13,0,13,0,0,0,13,0,0,0,5,5,0,5,0,0,5,0,1,49,7,0,0,0,0,7,1,8,0,8,0,0,0,0,38,1,0,1510,59,0,0,1,1,59,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,8,3,0,6,15,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,2,0,1,0,0,0,1,0,0,0,27,9,0,30148,289,0,0,13,5,22.23076923,8.505,2.25181988,2.6,0.538461538,TRUE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,45,2,0,37,0,0.17391305,0.7017544,0.7017544,23,0,19,4,0,0,19,0,0,0,1,0,0,1,0,0,1,0,11,140,25,2,11,6,3,8,6,15,2,13,2,0,0,0,123,0,0,9988,307,0,0,8,3,38.375,9.00591716,1.787716093,2.666666667,0.625,FALSE,TRUE,FALSE,TRUE,FALSE
major,16,28,12,16,7,4,0,1,21,0,0,0,7,6,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,187,6,0,0,0,0,0,0,0,0,0,0,0,6,0,47,1,0,9846,113,0,1,3,2,37.66666667,4,0.952711832,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,4,1,0,5,0,0.25,1,1,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,17,1,0,1,0,0,2,0,4,2,3,1,0,0,0,18,9,0,11294,250,0,20,26,5,9.615384615,7.096952909,2.153161682,5.2,0.807692308,TRUE,FALSE,FALSE,FALSE,FALSE
none,11,20,9,11,59,1,0,8,1480,0.9629119,0.019480519,0.019480519,56,0,56,0,0,0,56,0,0,0,26,0,0,26,0,0,0,0,2,207,31,0,1,1,0,37,5,39,2,26,1,0,0,0,283,1,0,14397,406,0,3,26,7,15.61538462,11.87654321,2.488737064,3.714285714,0.692307692,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,3,2,1,43,1,0,32,120,0.8253968,0.21052632,0.21052632,21,20,19,2,0,0,19,0,0,0,6,6,0,6,0,0,6,0,33,183,13,2,1,1,3,8,18,15,17,15,4,0,1,0,101,17,0,241,1,0,0,1,1,1,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
none,5,5,0,5,6,1,0,13,1,0.5,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,1,40,3,0,0,0,0,0,0,10,0,9,1,0,0,0,43,9,0,27989,543,1,5,30,5,18.1,4.37037037,3.242365839,6,0.7,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,3,3,0,3,0,0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,10,1,0,1,0,0,0,0,3,0,2,1,0,0,0,19,28,0,21590,894,3,5,29,7,30.82758621,0,3.007001211,4.142857143,0.413793103,FALSE,FALSE,FALSE,FALSE,FALSE
none,7,10,3,7,4,2,0,0,6,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,1,0,12401,279,0,2,13,5,21.46153846,8.847222222,2.351090115,2.6,0.384615385,FALSE,FALSE,FALSE,FALSE,FALSE
none,13,15,2,13,7,3,0,4,9,0.8,0.2,0.2,6,0,6,0,0,0,6,0,0,0,5,2,1,4,0,0,2,0,0,31,3,0,0,0,0,5,1,5,0,5,1,0,0,0,42,1,0,5815,197,0,3,3,1,65.66666667,10.08666667,1.095813846,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,2,2,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25,1,0,22105,212,2,1,9,6,23.55555556,7.837429112,2.007092449,1.5,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,4,2,2,8,2,0,0,28,0,0,0,8,0,8,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1025,0,10781,164,2,2,2,1,82,0,0.685692588,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,9,9,0,9,7,1,0,8,0,0,1,1,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,7,24,7,0,0,0,0,1,0,0,0,1,0,0,0,0,17,1,0,137,4,0,0,3,2,1.333333333,0,1.039720771,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,13,13,0,13,5,2,0,2,6,0.75,0,0,4,0,0,0,0,4,4,1,0,0,1,0,0,0,0,1,0,0,0,18,2,0,1,0,0,0,0,3,0,2,1,0,0,0,61,1024,0,94232,3134,9,24,203,15,15.43842365,8.27594011,4.711980389,13.53333333,0.512315271,FALSE,FALSE,FALSE,TRUE,FALSE
minor,7,7,0,7,10,2,0,13,0,0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,51,0,3,0,1,0,2,1,20,0,16,2,0,0,0,82,9,0,22218,301,2,5,45,7,6.688888889,10.25,3.000049589,6.428571429,0.422222222,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,2,1,0,0,1,0,,,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,27,9,0,7077,163,0,0,2,2,81.5,4.159763314,0.692676634,1,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
minor,4,4,0,4,14,1,0,16,3,0,,,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44,1,8,2,0,0,0,0,6,0,5,3,0,0,0,20,26,0,5033,331,0,1,22,4,15.04545455,9.986666667,2.277454729,5.5,0.454545455,TRUE,FALSE,FALSE,FALSE,FALSE
none,7,7,0,7,3,2,0,4,1,0.5,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,15,0,0,0,0,0,2,0,2,0,2,0,0,0,0,23,1,0,253,14,0,0,1,1,14,4,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,12,15,3,12,16,1,0,20,4,0.6,0.3,0.3,5,1,4,0,0,1,5,0,0,0,3,2,0,3,0,0,2,0,2,76,2,1,5,3,0,14,5,19,3,15,3,0,0,0,75,1,3,4794,155,0,1,7,6,22.14285714,7.518518519,1.800905686,1.166666667,0.285714286,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,2,1,0,0,1,0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,11361,385,2,4,17,6,22.64705882,16.46051423,2.344818264,2.833333333,0.411764706,FALSE,FALSE,FALSE,FALSE,FALSE
none,13,14,1,13,6,2,0,8,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,32,1,0,1,2,0,5,2,8,0,6,1,0,0,0,47,1,0,3071,47,1,3,3,2,15.66666667,2,1.059378337,1.5,0.666666667,TRUE,TRUE,FALSE,FALSE,FALSE
none,4,4,0,4,11,1,0,9,4,0.4,0.3,0.3,5,0,4,0,0,1,5,0,0,0,1,0,0,1,0,0,1,0,0,35,6,2,1,1,1,3,3,3,2,3,3,0,0,0,28,8,0,5178,113,0,4,9,5,12.55555556,0,1.27269012,1.8,0.555555556,TRUE,FALSE,FALSE,FALSE,FALSE
none,17,24,7,17,52,1,0,39,245,0.88148147,0.14666666,0.46333334,27,0,24,2,0,1,25,0,2,0,10,0,0,3,0,7,0,0,8,232,14,8,6,0,1,11,8,53,5,42,2,0,0,0,310,1,7,35970,993,1,18,70,9,14.18571429,7.436390533,3.836804402,7.777777778,0.742857143,FALSE,FALSE,FALSE,FALSE,FALSE
none,41,167,126,41,82,1,0,0,3321,0,0,0,82,0,22,0,0,60,82,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,6,0,662,1,0,16245,923,1,1,55,5,16.78181818,6.713305898,3.3492816,11,0.690909091,FALSE,FALSE,FALSE,FALSE,FALSE
minor,9,21,12,9,38,1,0,21,105,0.82407403,0.15686275,0.15686275,18,0,18,0,0,0,18,0,0,0,6,1,1,5,0,0,4,0,0,118,9,6,6,0,0,5,0,12,0,11,2,0,0,0,171,1,0,2932,77,1,4,4,2,19.25,4.693877551,1.117267307,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,12,21,9,12,36,1,0,34,111,0.8333334,0.10294118,0.2647059,18,0,17,1,0,0,17,0,0,0,8,1,0,7,1,0,1,0,7,120,20,0,12,1,0,8,0,9,2,9,2,0,0,0,56,1,0,4666,318,0,10,18,2,17.66666667,9.652777778,2.562220341,9,0.833333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,10,10,0,10,23,1,0,19,49,0.7733334,0.24358974,0.30769232,15,0,13,2,0,0,13,0,0,0,5,0,0,5,0,0,1,0,4,66,7,0,9,0,0,0,0,6,0,11,1,0,0,5,30,1,0,51,3,0,0,1,1,3,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,2,1,1,3,1,0,1,0,1,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,14,3,0,0,0,0,0,4,1,0,1,1,0,0,0,14,1,0,8227,77,0,3,3,2,25.66666667,4.78,1.057469118,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,9,1,0,7,0,0.4375,0.61904764,1,8,0,7,1,0,0,7,0,2,0,4,0,0,4,0,0,4,0,6,37,8,0,0,0,0,0,0,5,0,5,1,0,0,0,22,9,0,4638,180,0,1,12,3,15,6.3125,1.889718481,4,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,11,5,6,3,1,0,3,3,0,0,0,3,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,4,0,0,0,2,18,1,0,15092,374,2,3,13,5,28.76923077,4.427083333,2.239425455,2.6,0.230769231,FALSE,TRUE,FALSE,FALSE,FALSE
major,7,12,5,7,21,1,0,20,3,0.6666667,0,0,3,0,2,1,0,0,2,0,0,0,2,2,0,2,0,0,2,0,1,85,5,2,6,0,11,1,42,23,15,12,2,0,0,0,55,1,1,3256,84,0,1,6,3,14,3.125,1.472368869,2,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,10,2,8,18,1,0,29,0,0.59183675,1,1,7,0,0,3,0,4,4,0,0,1,7,1,0,7,0,0,4,0,7,80,2,1,2,2,0,6,4,20,1,17,3,0,0,1,50,0,5,1987,51,0,2,3,1,17,6.049382716,0.979707758,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,21,24,3,21,74,5,0,27,0,0.5,0.5147059,0.5735294,17,0,17,0,0,0,17,0,0,0,2,0,0,2,0,0,1,0,3,319,9,17,17,1,3,0,11,79,0,59,5,0,5,0,132,1,0,5665,90,0,10,10,6,9,4.5,1.219766147,1.666666667,0.4,TRUE,FALSE,FALSE,FALSE,FALSE
none,10,12,2,10,2,2,0,4,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,11,2,0,0,0,0,1,0,1,0,1,0,0,0,0,24,1,0,3791,22,0,1,1,1,22,4.666666667,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
none,5,5,0,5,7,2,0,4,8,0.6,0.1,0.1,5,0,5,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,25,5,2,0,0,0,0,0,1,0,1,1,0,0,0,25,8,0,8134,102,0,1,4,1,25.5,2,1.238780868,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
major,33,37,4,33,69,1,0,73,76,0.84722215,0.31904763,0.64761907,24,0,21,3,0,0,21,0,0,0,12,1,0,12,0,0,5,0,6,325,20,5,27,7,3,22,7,52,12,52,4,5,0,0,124,1,15,6394,118,1,6,6,4,19.66666667,6.871111111,1.440326878,1.5,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,2,1,0,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,1091,110,0,3,9,4,12.22222222,6.337777778,1.767057278,2.25,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,26,23,3,10,1,0,0,45,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0,405,8,0,0,1,1,8,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,3,1,0,3,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,2501,73,0,0,2,1,36.5,8.24,0.692302507,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,8,11,3,8,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,1,1,0,0,0,0,0,0,0,17,1,0,1947,133,1,1,8,5,16.625,10.41873278,1.62993427,1.6,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
none,3,3,0,3,2,1,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,2743,96,0,2,12,4,8,5.776456599,2.087715725,3,0.583333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,61,55,6,12,1,0,0,66,0,0,0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,3299,119,2,3,8,1,14.875,0,1.966603309,8,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,7,8,1,7,24,2,0,24,0,0.5185185,0.60714287,0.75,9,0,8,1,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,86,7,2,2,0,4,0,21,28,8,17,3,0,0,0,52,1,0,3497,151,0,1,4,2,37.75,4.926987561,0.971062709,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
minor,7,16,9,7,172,2,0,215,837,0.93023264,0.044096727,0.044096727,43,0,37,5,0,1,38,0,0,0,11,0,0,11,0,0,0,0,8,387,35,1,27,0,3,11,4,14,7,14,2,0,0,0,354,17,0,15601,383,0,12,40,1,9.575,4.90625,3.287232221,40,1,FALSE,FALSE,FALSE,FALSE,FALSE
major,20,43,23,20,34,1,0,0,561,0,0,0,34,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,554,27,0,1,3,2,9,0,0.683738906,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,7,5,0,3,10,0.9,0,0,5,1,2,3,0,0,2,0,0,0,2,1,0,2,0,0,2,0,1,28,5,0,0,0,0,0,1,2,0,2,1,0,0,0,24,26,0,65667,949,0,6,29,5,32.72413793,4.33671899,3.030069892,5.8,0.448275862,FALSE,FALSE,FALSE,FALSE,FALSE
major,1,2,1,1,21,1,0,24,0,0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,64,2,1,6,1,1,18,1,15,3,11,4,0,0,0,90,1,0,3997,80,0,0,2,2,40,5.5703125,0.233791659,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
major,12,18,6,12,60,1,0,30,169,0.91534394,0.30333334,0.30333334,27,1,24,3,0,0,25,0,0,0,7,6,2,5,0,0,6,0,5,313,24,1,12,2,6,13,11,25,4,15,2,0,5,0,146,1,0,128369,2471,0,13,45,5,54.91111111,8.291115312,3.7218951,9,0.333333333,TRUE,FALSE,FALSE,FALSE,FALSE
none,9,10,1,9,14,1,0,15,59,0.80612236,0.17582418,0.72527474,14,0,14,0,0,0,14,0,0,0,7,0,0,7,0,0,0,0,1,63,8,0,0,0,0,7,1,6,0,8,0,0,0,0,29,1,0,4987,119,0,0,4,1,29.75,3.935,1.257197085,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
critical,11,15,4,11,65,15,0,95,107,0.8661617,0.11666667,0.175,18,1,16,2,0,0,16,0,0,0,16,3,0,6,0,10,2,0,28,524,1,1,21,0,9,26,49,75,7,63,4,4,3,0,198,1,0,4563,219,0,0,4,2,54.75,7.444444444,1.116565743,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
major,8,10,2,8,22,2,0,22,15,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,56,14,1,7,0,4,0,1,8,0,8,3,0,0,0,31,1,0,6563,60,0,2,2,1,30,9.346938776,0.579915171,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
